Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
5-5ft-artificial-areca-palm-plant-with-white-gold-woven-planter-indoor-pvc-rubber-decorative-plant	5.5ft Artificial Areca Palm Plant with White & Gold Woven Planter Indoor PVC Rubber Decorative Plant	"<p data-start=""891"" data-end=""916""><strong data-start=""894"" data-end=""914"">Product Details:</strong></p>
<ul data-start=""917"" data-end=""1257"">
<li data-start=""917"" data-end=""960"">
<p data-start=""919"" data-end=""960""><strong data-start=""919"" data-end=""934"">Plant Name:</strong> Areca Palm (Artificial)</p>
</li>
<li data-start=""961"" data-end=""1020"">
<p data-start=""963"" data-end=""1020""><strong data-start=""963"" data-end=""984"">Plant Type/Class:</strong> Tall Indoor Decorative Palm Plant</p>
</li>
<li data-start=""1021"" data-end=""1080"">
<p data-start=""1023"" data-end=""1080""><strong data-start=""1023"" data-end=""1044"">Material (Plant):</strong> Premium PVC Rubber Leaves &amp; Stems</p>
</li>
<li data-start=""1081"" data-end=""1163"">
<p data-start=""1083"" data-end=""1163""><strong data-start=""1083"" data-end=""1104"">Planter Material:</strong> White Woven Finish with Gold Rim (Durable, Premium Look)</p>
</li>
<li data-start=""1164"" data-end=""1204"">
<p data-start=""1166"" data-end=""1204""><strong data-start=""1166"" data-end=""1177"">Height:</strong> 5.5 feet (including pot)</p>
</li>
<li data-start=""1205"" data-end=""1257"">
<p data-start=""1207"" data-end=""1257""><strong data-start=""1207"" data-end=""1216"">Base:</strong> Decorative Pebbles for a natural touch</p>
</li>
</ul>
<p data-start=""1259"" data-end=""1280"">âœ¨ <strong data-start=""1261"" data-end=""1278"">Key Features:</strong></p>
<ul data-start=""1281"" data-end=""1636"">
<li data-start=""1281"" data-end=""1348"">
<p data-start=""1283"" data-end=""1348"">Tall (5.5ft) elegant design â€“ perfect for corners and entryways</p>
</li>
<li data-start=""1349"" data-end=""1416"">
<p data-start=""1351"" data-end=""1416"">Realistic &amp; premium PVC rubber leaves â€“ washable &amp; long-lasting</p>
</li>
<li data-start=""1417"" data-end=""1487"">
<p data-start=""1419"" data-end=""1487"">Stylish <strong data-start=""1427"" data-end=""1466"">white woven planter with golden rim</strong> for a luxury touch</p>
</li>
<li data-start=""1488"" data-end=""1569"">
<p data-start=""1490"" data-end=""1569"">Perfect for <strong data-start=""1502"" data-end=""1567"">living rooms, bedrooms, offices, hotels, restaurants &amp; events</strong></p>
</li>
<li data-start=""1570"" data-end=""1636"">
<p data-start=""1572"" data-end=""1636"">Zero maintenance â€“ no watering, sunlight, or trimming required</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Color	white	product.metafields.shopify.color-pattern								500	shopify	19	deny	manual	11500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_0_2.jpg?v=1757335240	1
5-5ft-artificial-areca-palm-plant-with-white-gold-woven-planter-indoor-pvc-rubber-decorative-plant									black									500	shopify	10	deny	manual	11500		TRUE	TRUE							
6ft-artificial-monstera-deliciosa-plant-with-black-gold-ceramic-planter-tall-indoor-decorative-plant	5 ft Artificial Monstera Deliciosa Plant with Black & Gold Ceramic Planter  Tall Indoor Decorative Plant	"<p data-start=""798"" data-end=""823""><strong data-start=""801"" data-end=""821"">Product Details:</strong></p>
<ul data-start=""824"" data-end=""1133"">
<li data-start=""824"" data-end=""875"">
<p data-start=""826"" data-end=""875""><strong data-start=""826"" data-end=""841"">Plant Name:</strong> Monstera Deliciosa (Artificial)</p>
</li>
<li data-start=""876"" data-end=""915"">
<p data-start=""878"" data-end=""915""><strong data-start=""878"" data-end=""894"">Common Name:</strong> Swiss Cheese Plant</p>
</li>
<li data-start=""916"" data-end=""981"">
<p data-start=""918"" data-end=""981""><strong data-start=""918"" data-end=""939"">Plant Type/Class:</strong> Tall Indoor Decorative Artificial Plant</p>
</li>
<li data-start=""982"" data-end=""1033"">
<p data-start=""984"" data-end=""1033""><strong data-start=""984"" data-end=""997"">Material:</strong> Premium PVC Rubber Leaves &amp; Stems</p>
</li>
<li data-start=""1034"" data-end=""1094"">
<p data-start=""1036"" data-end=""1094""><strong data-start=""1036"" data-end=""1048"">Planter:</strong> Elegant Black GRP non breakable planter with Gold Rim</p>
</li>
<li data-start=""1095"" data-end=""1133"">
<p data-start=""1097"" data-end=""1133""><strong data-start=""1097"" data-end=""1108"">Height:</strong> 6 feet (including pot)</p>
</li>
</ul>
<p data-start=""1135"" data-end=""1156"">âœ¨ <strong data-start=""1137"" data-end=""1154"">Key Features:</strong></p>
<ul data-start=""1157"" data-end=""1544"">
<li data-start=""1157"" data-end=""1224"">
<p data-start=""1159"" data-end=""1224"">Extra-tall (6ft) design â€“ perfect for corners &amp; statement dÃ©cor</p>
</li>
<li data-start=""1225"" data-end=""1275"">
<p data-start=""1227"" data-end=""1275"">Realistic &amp; natural-looking PVC rubber foliage</p>
</li>
<li data-start=""1276"" data-end=""1324"">
<p data-start=""1278"" data-end=""1324"">Durable &amp; washable â€“ fade-resistant greenery</p>
</li>
<li data-start=""1325"" data-end=""1388"">
<p data-start=""1327"" data-end=""1388"">Stylish <strong data-start=""1335"" data-end=""1367"">black &amp; gold GRP planter</strong> for a luxury touch</p>
</li>
<li data-start=""1389"" data-end=""1477"">
<p data-start=""1391"" data-end=""1477"">Ideal for <strong data-start=""1401"" data-end=""1475"">living rooms, offices, hotels, lobbies, restaurants &amp; event decoration</strong></p>
</li>
<li data-start=""1478"" data-end=""1544"">
<p data-start=""1480"" data-end=""1544"">Zero maintenance â€“ no watering, trimming, or sunlight required</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Color	white	product.metafields.shopify.color-pattern								600	shopify	19	deny	manual	11000	15000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_8.jpg?v=1757334476	1
6ft-artificial-monstera-deliciosa-plant-with-black-gold-ceramic-planter-tall-indoor-decorative-plant									black									600	shopify	11	deny	manual	11000	15000	TRUE	TRUE							
artificial-areca-palm-plant-with-white-ceramic-pot-pvc-rubber-indoor-outdoor-decor-plant	Artificial Areca Palm Plant with White Ceramic Pot  PVC Rubber Indoor/Outdoor Decor Plant	"<p data-start=""750"" data-end=""775""><strong data-start=""753"" data-end=""773"">Product Details:</strong></p>
<ul data-start=""776"" data-end=""1060"">
<li data-start=""776"" data-end=""823"">
<p data-start=""778"" data-end=""823""><strong data-start=""778"" data-end=""793"">Plant Type:</strong> Artificial Areca Palm Plant</p>
</li>
<li data-start=""824"" data-end=""887"">
<p data-start=""826"" data-end=""887""><strong data-start=""826"" data-end=""839"">Material:</strong> Premium PVC Rubber (long-lasting &amp; realistic)</p>
</li>
<li data-start=""888"" data-end=""951"">
<p data-start=""890"" data-end=""951""><strong data-start=""890"" data-end=""902"">Planter:</strong> Durable White Ceramic Pot with Textured Design</p>
</li>
<li data-start=""952"" data-end=""1007"">
<p data-start=""954"" data-end=""1007""><strong data-start=""954"" data-end=""967"">Fillings:</strong> Decorative Pebbles for a natural look</p>
</li>
<li data-start=""1008"" data-end=""1060"">
<p data-start=""1010"" data-end=""1060""><strong data-start=""1010"" data-end=""1021"">Height:</strong> Approx. 4.5 ft (including pot)</p>
</li>
</ul>
<p data-start=""1062"" data-end=""1083"">âœ¨ <strong data-start=""1064"" data-end=""1081"">Key Features:</strong></p>
<ul data-start=""1084"" data-end=""1438"">
<li data-start=""1084"" data-end=""1147"">
<p data-start=""1086"" data-end=""1147"">Lifelike design â€“ brings nature indoors without maintenance</p>
</li>
<li data-start=""1148"" data-end=""1216"">
<p data-start=""1150"" data-end=""1216"">Strong &amp; durable PVC rubber leaves â€“ fade-resistant and washable</p>
</li>
<li data-start=""1217"" data-end=""1286"">
<p data-start=""1219"" data-end=""1286"">Stylish <strong data-start=""1227"" data-end=""1246"">ceramic planter</strong> â€“ enhances modern home &amp; office dÃ©cor</p>
</li>
<li data-start=""1287"" data-end=""1371"">
<p data-start=""1289"" data-end=""1371"">Perfect for <strong data-start=""1301"" data-end=""1369"">living rooms, bedrooms, offices, balconies, restaurants &amp; hotels</strong></p>
</li>
<li data-start=""1372"" data-end=""1438"">
<p data-start=""1374"" data-end=""1438"">Zero maintenance â€“ no watering, trimming, or sunlight required</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	size	4.5									4000	shopify	0	deny	manual	4500	6000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_1.jpg?v=1757333103	1
artificial-areca-palm-plant-with-white-ceramic-pot-pvc-rubber-indoor-outdoor-decor-plant																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_3.jpg?v=1757333104	2
artificial-areca-palm-plant-with-white-ceramic-pot-pvc-rubber-indoor-outdoor-decor-plant																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_1.jpg?v=1757333104	3
artificial-calathea-plant-in-marble-ceramic-planter-3-ft-decorative-indoor-plant-for-home-office-decor	Artificial Calathea Plant in Marble Ceramic Planter 3 ft Decorative Indoor Plant for Home & Office DÃ©cor	"<h3 data-start=""981"" data-end=""1006""><strong data-start=""985"" data-end=""1004"">Product Details</strong></h3>
<ul data-start=""1007"" data-end=""1273"">
<li data-start=""1007"" data-end=""1048"">
<p data-start=""1009"" data-end=""1048""><strong data-start=""1009"" data-end=""1024"">Plant Name:</strong> Calathea (Artificial)</p>
</li>
<li data-start=""1049"" data-end=""1079"">
<p data-start=""1051"" data-end=""1079""><strong data-start=""1051"" data-end=""1062"">Height:</strong> 3 ft (approx.)</p>
</li>
<li data-start=""1080"" data-end=""1112"">
<p data-start=""1082"" data-end=""1112""><strong data-start=""1082"" data-end=""1093"">Weight:</strong> 1.2 kg (approx.)</p>
</li>
<li data-start=""1113"" data-end=""1164"">
<p data-start=""1115"" data-end=""1164""><strong data-start=""1115"" data-end=""1136"">Planter Material:</strong> Marble-finish ceramic pot</p>
</li>
<li data-start=""1165"" data-end=""1199"">
<p data-start=""1167"" data-end=""1199""><strong data-start=""1167"" data-end=""1186"">Plant Material:</strong> PVC rubber</p>
</li>
<li data-start=""1200"" data-end=""1273"">
<p data-start=""1202"" data-end=""1273""><strong data-start=""1202"" data-end=""1219"">Suitable For:</strong> Indoor use (living room, office, commercial spaces)</p>
</li>
</ul>"	Cosmo Decorpk	Uncategorized			TRUE	size	3ft									1500	shopify	49	deny	manual	4000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_0_1.jpg?v=1757332390	1
tall-artificial-areca-palm-plant-with-wooden-barrel-planter-indoor-outdoor-decorative-palm-tree-for-home-office-decor	Tall Artificial Areca Palm Plant with Wooden Barrel Planter Indoor & Outdoor Decorative Palm Tree for Home & Office Decor	"<h3 data-start=""658"" data-end=""683""><strong data-start=""662"" data-end=""681"">Product Details</strong></h3>
<ul data-start=""684"" data-end=""919"">
<li data-start=""684"" data-end=""727"">
<p data-start=""686"" data-end=""727""><strong data-start=""686"" data-end=""701"">Plant Name:</strong> Areca Palm (Artificial)</p>
</li>
<li data-start=""728"" data-end=""750"">
<p data-start=""730"" data-end=""750""><strong data-start=""730"" data-end=""741"">Height:</strong> 4.5 ft</p>
</li>
<li data-start=""751"" data-end=""783"">
<p data-start=""753"" data-end=""783""><strong data-start=""753"" data-end=""764"">Weight:</strong> 1.5 kg (approx.)</p>
</li>
<li data-start=""784"" data-end=""829"">
<p data-start=""786"" data-end=""829""><strong data-start=""786"" data-end=""807"">Planter Material:</strong> Wooden barrel style</p>
</li>
<li data-start=""830"" data-end=""864"">
<p data-start=""832"" data-end=""864""><strong data-start=""832"" data-end=""851"">Plant Material:</strong> PVC rubber</p>
</li>
<li data-start=""865"" data-end=""919"">
<p data-start=""867"" data-end=""919""><strong data-start=""867"" data-end=""884"">Suitable For:</strong> Indoor and shaded outdoor spaces</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	size	4.5 ft									0	shopify	43	deny	manual	6000		FALSE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6.jpg?v=1757331378	1
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter	4.5 ft Artificial Money Plant in Black GRP Non-Breakable Planter	"<p data-start=""347"" data-end=""610"">Add greenery to your interiors with our <strong data-start=""387"" data-end=""420"">4.5 ft Artificial Money Plant</strong>, styled in a sleek <strong data-start=""440"" data-end=""475"">black GRP non-breakable planter</strong>. This modern decorative plant is perfect for enhancing any home, office, or commercial space with a touch of freshness and elegance.</p>
<p data-start=""612"" data-end=""900"">âœ”ï¸ 4.5 ft tall â€“ ideal for corner styling &amp; statement dÃ©cor<br data-start=""671"" data-end=""674"">âœ”ï¸ Artificial Money Plant â€“ realistic &amp; maintenance-free<br data-start=""730"" data-end=""733"">âœ”ï¸ Black GRP planter â€“ sturdy, durable &amp; unbreakable<br data-start=""785"" data-end=""788"">âœ”ï¸ Modern minimal design â€“ fits all interior themes<br data-start=""839"" data-end=""842"">âœ”ï¸ Perfect for living rooms, bedrooms, offices &amp; lobbies</p>
<p data-start=""902"" data-end=""1013"">This money plant is not only a dÃ©cor essential but also a symbol of prosperity and positivity for your space.</p>"	My Store	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter Color	black	product.metafields.shopify.color-pattern								0	shopify	40	deny	manual	4500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6_1.jpg?v=1757334973	1
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter									white									0	shopify	49	deny	manual	4800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/IMG_4997.jpg?v=1757334973	2
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/4db57c8f-5c5d-47f1-9ffd-0b100aaf30ae.jpg?v=1757334973	3
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6_1_644d2a67-e4d5-4cc1-a7ff-f57e7142f006.jpg?v=1757334973	4
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_1.jpg?v=1757334911	5
4-5-ft-artificial-money-plant-in-black-grp-non-breakable-planter																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_5.jpg?v=1757334911	6
5-5-ft-artificial-planter-with-swiss-cheese-leaves-coconut-husk-filling-black-non-breakable-planter-with-golden-rim	5.5 ft Artificial Planter with Swiss Cheese Leaves, Coconut Husk Filling, Black Non-Breakable Planter with Golden Rim	"<p data-start=""411"" data-end=""603"">Bring nature indoors with our <strong data-start=""441"" data-end=""481"">5.5 ft Artificial Swiss Cheese Plant</strong>, crafted with realistic <strong data-start=""506"" data-end=""529"">Swiss Cheese leaves</strong> and natural-looking <strong data-start=""550"" data-end=""574"">coconut husk filling</strong> for a fresh, organic feel.</p>
<p data-start=""605"" data-end=""768"">The plant comes in a <strong data-start=""626"" data-end=""658"">black, non-breakable planter</strong> with an elegant <strong data-start=""675"" data-end=""689"">golden rim</strong>, making it a perfect statement piece for homes, offices, cafÃ©s, and studios.</p>
<p data-start=""770"" data-end=""1073"">âœ”ï¸ 5.5 ft tall â€“ eye-catching decorative height<br data-start=""817"" data-end=""820"">âœ”ï¸ Realistic Swiss Cheese leaves with natural coconut husk filling<br data-start=""886"" data-end=""889"">âœ”ï¸ Black planter with golden rim â€“ modern &amp; classy finish<br data-start=""946"" data-end=""949"">âœ”ï¸ Non-breakable planter â€“ durable and long-lasting<br data-start=""1000"" data-end=""1003"">âœ”ï¸ Perfect for living room, hallway, office decor &amp; interior styling</p>"	My Store	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			FALSE	Planter Color	black	product.metafields.shopify.color-pattern								0	shopify	50	deny	manual	8900	10000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_2.jpg?v=1757335092	1
5-5-ft-artificial-planter-with-swiss-cheese-leaves-coconut-husk-filling-black-non-breakable-planter-with-golden-rim									white									0	shopify	50	deny	manual	9200	10000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_2.jpg?v=1757335092	2
full-length-arch-mirror-with-iron-frame-stand-dome-design	Full Length Arch Mirror with Iron Frame & Stand | Dome Design	"<p data-start=""438"" data-end=""713"">Buy Full Length Arch Mirror with iron frame &amp; detachable stand. Modern dome shaped mirror perfect for bedroom, living room &amp; home decor in Pakistan</p>
<p data-start=""438"" data-end=""713"">Upgrade your space with ourÂ <strong data-start=""466"" data-end=""493"">Full Length Arch Mirror</strong>, designed with a durable <strong data-start=""519"" data-end=""533"">iron frame</strong> and a <strong data-start=""540"" data-end=""565"">detachable iron stand</strong> for versatile styling. Its <strong data-start=""593"" data-end=""627"">modern dome-shaped arch design</strong> makes it a perfect choice for bedrooms, living rooms, hallways, and dressing areas.</p>
<p data-start=""715"" data-end=""960"">âœ”ï¸ Premium quality iron frame â€“ sturdy &amp; long-lasting<br data-start=""768"" data-end=""771"">âœ”ï¸ Detachable stand â€“ use as a floor mirror or wall-mounted mirror<br data-start=""837"" data-end=""840"">âœ”ï¸ Elegant arch/dome design â€“ adds a modern aesthetic<br data-start=""893"" data-end=""896"">âœ”ï¸ Perfect for home dÃ©cor, makeup, dressing, or studio styling</p>
<p data-start=""962"" data-end=""1065"">This mirror isnâ€™t just functional, itâ€™s a statement dÃ©cor piece that enhances any interior instantly.</p>"	My Store	Home & Garden > Decor > Mirrors			TRUE	size	5 FT by 1.5 FT									0	shopify	99	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_3.jpg?v=1757337280	1
